Index Photo Num Rating Num1 Num2 Num3 Num4 Num5 Num6 Num7 Num8 Num9 Num10
105 10276 188 5.8031914893617 1 2 10 28 42 39 36 24 4 2
106 10281 98 6.75510204081633 0 0 2 6 14 26 16 17 12 5
107 10289 192 5.15625 1 4 22 39 50 43 18 11 3 1
108 10291 198 6.10606060606061 2 1 11 15 43 52 32 22 15 5
109 10295 201 6.16915422885572 1 4 4 21 43 46 39 22 15 6
110 10298 190 4.50526315789474 7 13 25 52 49 27 9 4 2 2
111 10301 192 5.30729166666667 2 8 16 28 52 45 26 9 3 3
112 10304 93 5.2258064516129 0 2 8 15 35 21 6 2 1 3
113 10305 97 6.03092783505155 0 4 7 8 17 19 20 16 3 3
114 10307 95 6.06315789473684 0 1 2 9 21 28 20 7 7 0
115 10309 96 6.77083333333333 0 0 3 2 16 20 26 13 13 3
116 10314 191 4.70157068062827 8 11 21 40 50 39 16 5 1 0
117 10315 96 7.05208333333333 2 1 1 3 16 14 18 13 16 12
118 10319 95 5.54736842105263 0 4 2 18 21 25 16 7 2 0
119 10320 187 4.87700534759358 9 20 20 32 34 31 21 11 6 3
120 10324 92 4.66304347826087 5 5 5 26 26 13 9 3 0 0
121 10326 97 6.45360824742268 1 1 4 4 15 24 23 14 7 4
122 10328 190 5.7421052631579 5 2 11 20 51 39 34 15 8 5
123 10330 193 6.04145077720207 3 1 12 22 39 35 41 22 11 7
124 10331 93 5.55913978494624 0 2 3 10 27 31 17 3 0 0
125 10332 198 6.16666666666667 2 4 4 20 34 54 39 22 14 5
126 10336 202 6.25247524752475 0 4 6 11 48 47 36 37 7 6
127 10337 195 6.38974358974359 5 2 9 12 29 46 34 29 19 10
128 10338 186 5.05913978494624 4 6 15 40 55 35 18 9 3 1
129 10343 202 5.63366336633663 4 3 12 30 53 41 29 16 10 4
130 10346 222 5.77027027027027 1 3 9 42 44 57 29 23 10 4
131 10349 213 5.42253521126761 1 6 10 34 67 52 24 11 7 1
132 10350 197 5.87817258883249 0 4 9 21 51 50 27 24 7 4
133 10352 200 5.1 1 12 18 36 59 44 16 5 4 5
134 10353 96 6.05208333333333 0 2 2 11 16 30 17 14 4 0
135 10354 197 6.04568527918782 0 2 9 17 48 48 38 22 8 5
136 10360 215 6.26976744186047 1 2 12 17 44 49 35 27 16 12
137 10366 207 6.70048309178744 1 1 8 9 37 42 37 35 22 15
138 10371 220 5.84090909090909 3 6 15 29 43 43 34 30 12 5
139 10372 203 4.92610837438424 4 14 15 37 64 41 17 9 2 0
140 10375 97 6.64948453608247 0 0 4 6 16 17 21 22 6 5
141 10378 91 5.81318681318681 0 3 4 12 25 15 17 7 7 1
142 10379 98 6.14285714285714 0 1 5 8 21 25 16 14 6 2
143 10381 97 6.28865979381443 1 1 2 7 18 26 23 9 6 4
144 10383 204 4.6421568627451 7 13 19 56 57 32 10 6 2 2
145 10386 97 6.22680412371134 1 0 0 10 25 16 28 9 6 2
146 10388 99 5.47474747474747 4 2 4 9 29 26 18 4 3 0
147 10389 205 6.38536585365854 0 3 11 14 40 44 39 25 13 16
148 10391 207 5.48309178743961 0 5 15 29 58 54 25 15 5 1
149 10393 96 5.02083333333333 3 2 4 20 39 17 4 5 2 0
150 10395 204 5.67647058823529 1 5 13 22 53 55 27 19 6 3
151 10396 98 6.33673469387755 2 0 1 7 18 27 18 18 4 3
152 10398 199 4.52261306532663 2 9 40 53 54 21 11 7 1 1
153 10400 97 6.97938144329897 0 1 0 3 12 22 24 16 15 4
154 10401 206 6.10679611650485 1 2 10 17 34 58 48 24 11 1
155 10403 97 3.83505154639175 11 11 22 26 9 10 4 2 0 2
156 10405 209 5.42583732057416 4 5 14 34 54 47 28 15 6 2
157 10407 207 5.40096618357488 12 4 10 35 39 51 31 15 10 0
158 10409 209 5.06698564593301 9 9 20 40 52 37 19 14 5 4
159 10410 200 5.375 2 7 14 32 60 40 22 16 3 4
160 10413 98 6.1530612244898 3 2 2 6 18 30 15 10 9 3
161 10414 97 5.85567010309278 0 0 6 14 24 21 17 8 5 2
162 10415 203 5.20689655172414 3 4 21 29 62 49 20 12 3 0
163 10416 99 6.85858585858586 0 1 3 2 14 17 25 23 11 3
164 10418 208 6.70673076923077 0 1 6 16 28 45 41 38 20 13
165 10419 96 5.76041666666667 1 3 7 12 22 18 17 8 4 4
166 10422 100 6.91 0 1 2 3 14 27 16 14 15 8
167 10425 89 5.39325842696629 2 2 6 11 29 17 13 7 2 0
168 10432 204 6.12745098039216 6 7 9 18 28 48 38 27 9 14
169 10436 100 6.37 0 2 5 6 17 26 20 10 7 7
170 10443 193 6.4300518134715 2 1 9 16 30 43 35 30 17 10
171 10444 206 4.04368932038835 5 23 45 61 40 25 5 1 0 1
172 10446 200 5.325 5 6 13 38 48 44 26 12 5 3
173 10447 209 5.03827751196172 3 5 20 47 58 47 17 9 1 2
174 10450 205 5.76585365853659 1 5 10 25 47 52 36 22 4 3
175 10451 208 5.49519230769231 5 4 10 30 56 49 32 17 4 1
176 10452 203 6.02955665024631 1 5 7 20 47 45 38 24 11 5
177 10453 88 5.97727272727273 1 2 3 8 21 23 11 14 2 3
178 10454 199 5.30653266331658 1 3 16 28 73 43 19 12 3 1
179 10455 202 6.39108910891089 0 3 5 23 28 50 46 17 20 10
180 10456 88 5.73863636363636 0 1 2 12 30 19 10 11 3 0
181 10457 204 5.96078431372549 0 3 9 15 50 59 37 22 6 3
182 10459 86 5.12790697674419 0 3 4 17 30 21 9 2 0 0
183 10462 201 6.60696517412935 1 2 6 12 35 40 38 38 18 11
184 10464 201 4.38308457711443 5 13 31 63 53 23 6 4 2 1
185 10465 206 5.81553398058252 0 6 9 29 49 50 29 17 11 6
186 10467 202 5.34653465346535 3 5 23 29 52 41 26 15 6 2
187 10469 195 5.63076923076923 1 8 17 26 44 42 28 13 6 10
188 10472 221 7.01809954751131 0 1 7 15 28 33 42 40 34 21
189 10474 203 6.25615763546798 3 3 7 17 41 40 46 21 13 12
190 10476 210 4.9 3 8 24 49 64 29 21 7 5 0
191 10477 86 6.96511627906977 0 0 1 2 12 22 16 19 8 6
192 10478 198 4.2020202020202 7 17 32 56 53 25 8 0 0 0
193 10479 203 4.85714285714286 2 10 32 41 57 28 22 4 5 2
194 10480 212 5.85377358490566 1 5 16 25 45 45 37 18 16 4
195 10483 204 5.6078431372549 1 1 12 20 64 61 28 11 5 1
196 10484 87 5.01149425287356 2 2 6 11 41 14 9 2 0 0
197 10486 207 5.68599033816425 1 9 18 16 53 43 33 23 8 3
198 10487 205 4.56585365853658 5 10 33 46 59 38 9 3 2 0
199 10488 199 3.93467336683417 13 17 38 65 44 15 5 1 1 0
200 10489 88 5.92045454545455 0 1 2 9 28 21 14 8 1 4
201 10490 201 4.46766169154229 10 11 30 58 45 27 10 5 3 2
202 10491 88 6.73863636363636 0 0 2 5 10 22 18 22 7 2
203 10492 205 4.50731707317073 12 14 29 46 52 27 13 8 4 0
204 10493 214 6.57943925233645 0 3 7 15 37 41 43 36 19 13
205 10494 88 4.84090909090909 2 1 10 21 28 16 8 2 0 0
206 10495 209 4.67942583732057 2 9 34 48 60 36 15 3 1 1
207 10496 214 5.70093457943925 2 9 13 23 45 55 37 19 7 4
208 10498 206 5.5631067961165 1 9 9 31 47 52 34 16 7 0
209 10499 220 4.06818181818182 24 21 34 51 49 23 7 8 3 0
210 10502 195 6.3025641025641 1 0 7 14 40 47 41 30 8 7
211 10503 199 4.96482412060301 3 8 15 47 63 28 27 8 0 0
212 10504 209 5.91387559808612 2 3 9 21 47 62 34 15 8 8
213 10506 205 5.75609756097561 4 6 15 25 48 43 21 22 12 9
214 10507 87 4.16091954022988 3 4 15 31 23 10 1 0 0 0
215 10508 208 6.15384615384615 1 3 8 14 41 54 49 26 7 5
216 10509 89 5.26966292134831 0 0 7 19 26 23 11 1 1 1
217 10510 207 4.46859903381643 7 13 39 45 56 27 11 6 2 1
218 10511 209 5.06698564593301 8 7 14 36 58 50 27 9 0 0
219 10514 87 5.51724137931035 2 2 4 13 21 25 9 7 4 0
220 10516 89 6.73033707865169 0 1 3 4 9 21 21 19 8 3
221 10517 206 5.94174757281553 1 2 10 24 40 60 36 20 9 4
222 10518 205 5.16585365853659 3 7 17 34 67 42 20 10 2 3
223 10520 201 5.60199004975124 0 2 16 26 51 60 25 12 6 3
224 10522 211 5.85308056872038 1 4 7 25 56 49 37 19 10 3
225 10524 87 5.8735632183908 2 2 3 5 25 17 21 7 4 1
226 10525 201 5.30845771144279 3 6 17 28 62 40 30 9 3 3
227 10526 86 5.95348837209302 0 2 1 10 22 22 17 6 4 2
228 10527 201 4.69651741293532 6 14 29 43 47 31 23 5 1 2
229 10529 208 4.29807692307692 12 18 36 48 48 27 13 3 1 2
230 10530 90 6.11111111111111 0 2 5 6 24 17 13 15 6 2
231 10532 205 4.46341463414634 7 16 34 47 52 29 14 2 2 2
232 10533 87 5.70114942528736 0 2 3 12 25 21 13 7 3 1
233 10534 211 7.28436018957346 0 1 5 4 21 43 39 44 24 30
234 10535 199 4.33668341708543 4 14 26 59 70 17 7 2 0 0
235 10536 213 4.98591549295775 7 12 22 34 59 41 21 13 3 1
236 10539 206 5.11165048543689 1 10 19 38 54 53 19 7 4 1
237 10540 210 5.05238095238095 1 9 20 45 55 48 21 7 4 0
238 10541 210 4.70952380952381 4 14 25 47 58 38 18 5 0 1
239 10545 88 6.43181818181818 0 0 3 10 12 19 24 9 7 4
240 10546 207 5.41545893719807 2 7 13 36 55 43 28 17 3 3
241 10549 206 4.83495145631068 8 12 25 37 51 41 21 8 1 2
242 10550 213 4.52582159624413 11 18 23 61 48 25 11 10 3 3
243 10552 208 5.46153846153846 5 8 16 27 45 44 40 18 4 1
244 10554 207 5.4975845410628 3 6 16 21 63 47 27 15 5 4
245 10555 88 5.17045454545455 3 0 4 18 27 26 5 3 2 0
246 10558 204 6.24019607843137 2 1 4 20 36 56 43 23 14 5
247 10559 204 6.02450980392157 2 3 10 18 51 42 32 33 6 7
248 10562 89 6.24719101123596 2 2 1 1 26 21 17 9 4 6
249 10564 204 4.36764705882353 9 15 29 60 47 25 13 5 1 0
250 10565 209 3.85645933014354 28 27 38 41 35 26 6 1 5 2
251 10568 206 5.41747572815534 1 5 13 29 55 60 31 10 2 0
252 10569 207 4.33333333333333 12 16 39 45 48 27 9 8 3 0
253 10571 207 4.76328502415459 8 8 25 38 65 38 20 3 2 0
254 10574 90 6.02222222222222 1 0 5 6 20 24 24 2 6 2
255 10575 88 6.22727272727273 1 1 2 3 19 29 16 10 4 3
256 10576 204 5.92647058823529 0 3 6 21 57 55 29 20 7 6
257 10577 200 5.045 2 9 22 38 59 36 18 11 4 1
258 10578 200 5.48 1 4 11 27 60 54 28 10 4 1
259 10582 205 4.81463414634146 11 11 23 47 39 36 23 10 5 0
260 10584 90 5.03333333333333 3 0 7 24 24 20 6 4 1 1
261 10586 205 6.1609756097561 0 5 10 20 36 48 37 30 14 5
262 10593 88 5.54545454545455 1 2 4 16 20 23 10 9 3 0
263 10594 207 4.743961352657 4 10 29 45 63 27 20 7 2 0
264 10595 205 6.29756097560976 1 1 8 16 46 42 39 29 17 6
265 10599 206 6.06796116504854 4 1 11 20 45 41 41 21 15 7
266 10601 205 6.02439024390244 0 2 10 21 46 45 47 22 8 4
267 10602 203 5.88177339901478 0 4 5 24 52 50 42 17 5 4
268 10603 88 4.59090909090909 4 2 10 22 28 16 6 0 0 0
269 10604 200 4.08 26 24 33 31 43 15 15 10 1 2
270 10605 211 4.62085308056872 7 13 29 48 62 26 15 8 2 1
271 10606 212 4.29245283018868 7 19 33 62 56 19 10 2 2 2
272 10607 88 5.73863636363636 0 0 5 10 22 31 12 4 2 2
273 10608 88 5.17045454545455 3 2 3 20 28 12 15 3 2 0
274 10609 205 5.32682926829268 4 4 15 35 61 45 20 12 6 3
275 10611 214 5.79439252336449 1 0 10 36 51 51 31 22 9 3
276 10614 91 5.79120879120879 1 1 1 14 25 21 16 8 2 2
277 10615 86 6.37209302325581 0 0 3 0 25 21 20 8 6 3
278 10616 87 6.11494252873563 0 1 3 7 21 25 12 11 4 3
279 10617 87 6.04597701149425 1 2 1 8 20 22 19 6 7 1
280 10618 206 5.03883495145631 3 9 14 53 53 38 26 3 6 1
281 10619 211 5.18009478672986 8 10 15 36 50 43 29 16 3 1
282 10620 87 5.91954022988506 0 0 3 10 23 21 19 8 2 1
283 10621 202 5.86633663366337 5 1 16 20 40 43 39 27 7 4
284 10622 213 5.76056338028169 1 5 11 32 45 57 25 25 7 5
285 10624 89 6.68539325842697 0 1 0 8 14 20 19 13 6 8
286 10625 206 5.62135922330097 0 7 12 28 52 47 35 17 7 1
287 10626 204 4.57843137254902 7 18 30 34 60 32 13 9 0 1
288 10627 89 5.85393258426966 1 2 4 12 15 25 16 7 7 0
289 10628 88 4.92045454545455 0 6 9 17 30 12 10 2 2 0
290 10629 208 5.46153846153846 2 5 18 27 49 55 37 9 4 2
291 10630 89 6.47191011235955 0 1 2 7 21 15 16 15 7 5
292 10631 206 5.34466019417476 3 7 20 30 51 45 29 15 4 2
293 10632 89 4.34831460674157 4 3 13 29 25 11 2 1 1 0
294 10633 203 4.89162561576355 4 10 26 38 59 34 22 5 4 1
295 10634 210 5.32857142857143 1 10 14 36 53 52 24 16 1 3
296 10635 203 5.7192118226601 0 7 9 27 53 51 22 20 13 1
297 10638 89 5.64044943820225 1 0 6 9 23 28 15 5 1 1
298 10639 206 4.25728155339806 16 12 31 60 49 19 10 7 1 1
299 10641 201 4.82587064676617 6 15 25 35 49 39 20 8 4 0
300 10642 203 6.43349753694581 0 1 6 13 37 49 48 25 21 3
301 10643 90 5.3 0 2 5 19 24 22 15 2 1 0
302 10644 197 6.42639593908629 1 3 8 13 36 36 51 21 18 10
303 10649 202 5.49009900990099 3 8 14 28 50 46 30 10 10 3
304 10650 86 4.7093023255814 2 3 11 18 29 14 9 0 0 0
305 10651 205 6.25853658536585 0 4 10 12 36 64 30 28 11 10
306 10653 205 7.03414634146341 0 0 6 7 26 41 44 34 30 17
307 10655 199 5.91959798994975 1 4 11 20 53 39 30 26 11 4
308 10656 204 6.31862745098039 2 0 10 16 36 46 36 39 17 2
309 10658 88 4.52272727272727 1 5 10 28 28 9 5 2 0 0
310 10660 206 5.26699029126214 1 5 18 36 70 37 18 13 6 2
311 10661 204 5.3921568627451 1 10 17 31 53 42 25 14 10 1
312 10662 93 5.64516129032258 0 0 4 15 31 17 16 7 2 1
313 10663 207 5.47826086956522 3 6 14 36 47 46 27 21 5 2
314 10664 207 5.78743961352657 0 6 12 23 50 53 26 25 12 0
315 10665 89 5.28089887640449 0 4 3 16 30 21 9 4 2 0
316 10666 201 3.99502487562189 16 26 40 47 36 17 11 5 2 1
317 10667 206 5.19902912621359 3 4 19 36 65 42 23 7 5 2
318 10669 211 5.33649289099526 1 3 17 38 66 44 25 9 5 3
319 10670 89 6.69662921348315 0 0 4 4 10 22 20 20 4 5
320 10671 208 6.10096153846154 0 1 12 16 44 52 46 24 9 4
321 10672 211 6.55924170616114 0 1 5 16 34 51 47 26 20 11
322 10674 207 5.1256038647343 0 5 22 46 55 48 16 11 2 2
323 10675 89 6.38202247191011 0 1 1 9 14 21 23 11 8 1
324 10680 203 5.51231527093596 0 3 12 37 48 52 37 9 4 1
325 10681 209 5.11004784688995 2 12 17 26 76 42 21 10 2 1
326 10683 203 5.55665024630542 0 3 13 34 51 53 31 10 3 5
327 10684 214 6.20560747663551 0 4 6 21 37 61 40 26 11 8
328 10685 211 4.38862559241706 3 15 45 45 57 34 8 3 1 0
329 10686 89 4.40449438202247 1 6 14 22 32 10 3 1 0 0
330 10688 88 6.26136363636364 1 1 1 7 19 25 14 11 4 5
331 10689 89 4.73033707865169 5 7 4 20 28 12 10 1 0 2
332 10690 93 6.79569892473118 0 0 0 5 18 18 25 9 13 5
333 10691 86 4.69767441860465 4 0 6 26 30 13 6 1 0 0
334 10694 87 5.25287356321839 1 2 6 14 26 21 14 3 0 0
335 10695 211 4.29857819905213 10 16 38 56 48 27 10 1 3 2
336 10696 208 5.86538461538461 0 3 8 25 58 50 28 25 6 5
337 10697 199 6.39195979899498 2 2 6 11 39 39 51 28 16 5
338 10698 89 6.13483146067416 0 0 2 6 21 26 21 9 4 0
339 10699 205 3.88780487804878 18 27 40 47 43 17 7 3 3 0
340 10701 252 5.06746031746032 6 10 26 52 68 44 20 15 9 2
341 10702 216 6.1712962962963 1 3 9 20 46 44 44 29 15 5
342 10704 218 5.48623853211009 0 10 13 27 67 47 32 13 6 3
343 10710 227 5.66519823788546 0 4 8 25 76 51 42 17 2 2
344 10711 232 5.48706896551724 0 6 11 41 66 49 36 20 2 1
345 10712 241 5.84232365145228 2 4 13 33 51 52 49 21 11 5
346 10714 234 6.23076923076923 0 2 11 22 37 59 51 34 15 3
347 10716 242 4.93388429752066 2 8 33 51 65 51 19 10 1 2
348 10721 104 6.57692307692308 0 0 4 7 20 13 32 17 4 7
349 10725 225 6.17333333333333 0 2 7 25 41 63 44 22 13 8
350 10727 105 4.73333333333333 1 8 7 32 28 18 6 4 1 0
351 10728 239 6.35146443514644 1 3 8 16 46 55 42 48 15 5
352 10731 232 5.91379310344828 4 9 15 21 45 51 39 21 21 6
353 10733 233 5.24892703862661 3 7 22 46 50 60 21 18 5 1
354 10734 104 6.18269230769231 1 1 2 8 23 28 18 15 7 1
355 10735 244 5.84016393442623 1 1 7 31 64 65 47 18 6 4
356 10736 228 5.7280701754386 2 2 6 24 76 50 45 18 3 2
357 10737 231 5.76623376623377 7 3 13 32 53 40 41 27 6 9
358 10738 107 6.1588785046729 1 2 1 9 20 32 22 14 3 3
359 10739 221 4.73755656108597 3 11 30 48 60 50 15 2 1 1
360 10741 222 6.05855855855856 0 1 10 13 55 64 43 23 13 0
361 10742 235 5.32340425531915 1 6 18 37 67 61 31 9 4 1
362 10745 225 6.21777777777778 1 0 5 16 45 63 56 29 8 2
363 10746 227 7.07488986784141 0 2 3 7 32 30 55 56 28 14
364 10747 222 6.18468468468468 0 2 10 23 49 39 52 24 18 5
365 10748 232 4.72413793103448 3 11 33 63 53 43 16 7 1 2
366 10751 228 5.94736842105263 1 0 6 21 66 59 41 25 8 1
367 10753 232 5.51724137931035 5 5 13 39 56 48 37 20 7 2
368 10754 235 5.51063829787234 0 4 11 38 69 64 28 15 3 3
369 10755 243 5.65843621399177 1 3 9 37 69 60 37 16 9 2
370 10756 236 5.17796610169492 4 10 31 44 54 32 32 19 9 1
371 10762 217 3.88018433179723 7 31 54 54 46 12 11 2 0 0
372 10764 221 4.35746606334842 5 18 35 56 65 30 10 1 0 1
373 10766 105 4.4952380952381 6 2 18 29 24 15 7 3 1 0
374 10767 105 5.32380952380952 0 4 5 20 32 24 10 8 2 0
375 10768 223 5.847533632287 2 3 9 24 55 57 43 20 5 5
376 10770 243 6.69958847736626 0 2 9 23 31 28 63 51 27 9
377 10772 233 5.00858369098712 4 7 25 50 63 46 26 7 5 0
378 10773 229 5.73362445414847 1 5 13 25 64 52 33 26 8 2
379 10777 223 5.0627802690583 0 5 21 48 75 43 19 10 2 0
380 10778 224 5.05803571428571 6 11 19 47 50 45 35 6 3 2
381 10784 228 5.12719298245614 5 9 19 51 55 40 29 15 3 2
382 10786 221 2.77828054298643 48 55 51 38 24 4 1 0 0 0
383 10788 243 6.95473251028807 0 2 3 15 33 52 41 42 33 22
384 10789 232 4.81034482758621 5 8 29 51 69 40 24 4 1 1
385 10791 217 5.43778801843318 1 4 14 35 61 54 30 12 6 0
386 10792 230 5.94782608695652 2 3 10 24 56 53 41 27 7 7
387 10793 216 5.44907407407407 0 6 7 35 77 44 28 14 3 2
388 10794 231 6.27705627705628 2 3 4 18 37 68 54 27 9 9
389 10795 224 4.00446428571429 18 26 46 54 35 26 12 5 2 0
390 10798 224 5.25 0 4 18 33 73 62 27 7 0 0
391 10799 229 5.56768558951965 2 5 14 33 58 59 32 18 3 5
392 10801 226 6.08849557522124 1 2 4 20 60 56 41 28 8 6
393 10808 230 5.54782608695652 2 6 28 35 50 35 38 18 12 6
394 10809 227 5.48458149779736 1 6 19 32 66 44 33 16 6 4
395 10810 236 5.16101694915254 1 11 16 52 65 51 21 14 1 4
396 10811 239 5.3347280334728 13 10 15 36 50 58 22 19 11 5
397 10812 215 5.31627906976744 0 5 15 38 64 53 25 13 1 1
398 10813 106 6.88679245283019 0 0 5 2 14 26 17 24 10 8
399 10814 232 6.31896551724138 0 0 7 18 52 53 46 38 11 7
